"";"N_size";"n_groups";"n_size";"n_density";"n_to_N_density";"N_density";"inhibition_level";"r_default";"r_active";"number_of_iterations";"threshold_level";"time_bins";"to_A";"to_B";"n_A";"n_B";"over_time_A";"over_time_B";"event_starts";"event_ends";"bound_50";"dec_time_50";"freq_A_50";"freq_B_50";"which_won_50"
"1";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,36011904761905;3,19047619047619;500;5500;50,932212064063;873,989675691616;8,43248544107004;50,932212064063;-1
"2";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,41666666666667;3,10416666666667;500;5500;50,0888246368815;727,617795085468;50,0888246368815;6,76876008606507;1
"3";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,5297619047619;3,03869047619048;500;5500;50,272947993674;1776,74196898903;50,272947993674;16,5280924910709;1
"4";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,42261904761905;3,14880952380952;500;5500;50,4874911423381;607,689823669642;50,4874911423381;14,4249974692395;1
"5";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,50892857142857;3,0922619047619;500;5500;50,2561983991595;1710,15309933517;50,2561983991595;10,4559875864023;1
"6";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,41666666666667;3,07738095238095;500;5500;51,0087139865326;1412,63046039567;8,10734526938267;51,0087139865326;-1
"7";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,38988095238095;3,13095238095238;500;5500;50,8801908402368;1183,3438412592;3,99060320315582;50,8801908402368;-1
"8";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,40178571428571;3,0952380952381;500;5500;50,8108500748656;1134,60870778286;10,4405856318217;50,8108500748656;-1
"9";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,5;3,26785714285714;500;5500;50,9092674877534;1646,76118395792;4,68901147913519;50,9092674877534;-1
"10";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,60119047619048;2,98214285714286;500;5500;50,404695045816;1522,19921560033;18,8130199818891;50,404695045816;-1
"11";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,54761904761905;3,05654761904762;500;5500;50,8889266422272;1202,83817338481;26,2983043721577;50,8889266422272;-1
"12";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,42559523809524;2,98809523809524;500;5500;50,3093528290598;1021,37876295385;10,4811151727208;50,3093528290598;-1
"13";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,65178571428571;3,30952380952381;500;5500;50,9209899014506;1469,87865556083;50,9209899014506;17,7710837239962;1
"14";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,40178571428571;2,94642857142857;500;5500;50,0070330167044;1547,49696165997;50,0070330167044;9,71359634137423;1
"15";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;5;6,21;2,47619047619048;3,11904761904762;500;5500;50,071142109353;1213,43243458463;18,7766782910074;50,071142109353;-1
