"";"N_size";"n_groups";"n_size";"n_density";"n_to_N_density";"N_density";"inhibition_level";"r_default";"r_active";"number_of_iterations";"threshold_level";"time_bins";"to_A";"to_B";"n_A";"n_B";"over_time_A";"over_time_B";"event_starts";"event_ends";"bound_50";"dec_time_50";"freq_A_50";"freq_B_50";"which_won_50"
"1";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;2,61;0,880952380952381;1,32142857142857;500;5500;52,3388423725906;2897,74031354032;3,42083937075756;52,3388423725906;-1
"2";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;2,61;0,904761904761905;1,23511904761905;500;5500;50,6399341536112;1569,24713351866;2,7007964881926;50,6399341536112;-1
"3";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;2,61;0,925595238095238;1,37202380952381;500;5500;50,0297277478685;1884,11995268969;1,36135313599642;50,0297277478685;-1
"4";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;2,61;1,08035714285714;1,34821428571429;500;5500;50,1769294774979;3843,10192923572;7,02477012684971;50,1769294774979;-1
"5";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;2,61;0,99702380952381;1,19940476190476;500;5500;50,8037501206894;1189,88393852721;50,8037501206894;3,70093543925552;1
"6";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;2,61;0,925595238095238;1,30357142857143;500;5500;50,3038086315326;2350,7439009827;50,3038086315326;2,68286979368174;1
"7";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;2,61;0,973214285714286;1,2797619047619;500;5500;50,7076832487885;1784,50692851238;4,00323815122014;50,7076832487885;-1
"8";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;2,61;0,94047619047619;1,22619047619048;500;5500;50,3022700496586;1422,80291860996;2,01209080198634;50,3022700496586;-1
"9";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;2,61;0,994047619047619;1,26785714285714;500;5500;51,1961400838316;4218,92154429495;51,1961400838316;3,45919865431294;1
"10";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;2,61;1,07738095238095;1,26785714285714;500;5500;50,5855279259094;1470,31151699928;4,18861059259122;50,5855279259094;-1
