"";"N_size";"n_groups";"n_size";"n_density";"n_to_N_density";"N_density";"inhibition_level";"r_default";"r_active";"number_of_iterations";"threshold_level";"time_bins";"to_A";"to_B";"n_A";"n_B";"over_time_A";"over_time_B";"event_starts";"event_ends";"bound_50";"dec_time_50";"freq_A_50";"freq_B_50";"which_won_50"
"1";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;7;8,53;3,54166666666667;4,14583333333333;500;5500;50,2494411569102;933,452911000037;13,4897828609155;50,2494411569102;-1
"2";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;7;8,53;3,51488095238095;4,33928571428571;500;5500;52,8320529483626;1043,55426806628;13,7969055470246;52,8320529483626;-1
"3";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;7;8,53;3,42857142857143;4,32738095238095;500;5500;52,6784523054121;1170,5000342427;52,6784523054121;38,8550286508004;1
"4";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;7;8,53;3,59821428571429;4,4375;500;5500;51,3895360156928;1451,25466873098;27,8066667482173;51,3895360156928;-1
"5";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;7;8,53;3,53869047619048;4,26190476190476;500;5500;50,908237298785;1253,05800756807;9,64927373637102;50,908237298785;-1
"6";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;7;8,53;3,30357142857143;4,20535714285714;500;5500;50,1459799717323;1009,84291592087;16,0598236510777;50,1459799717323;-1
"7";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;7;8,53;3,47619047619048;4,375;500;5500;51,7967038877386;803,083891928302;13,7209811623149;51,7967038877386;-1
"8";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;7;8,53;3,39285714285714;4,33630952380952;500;5500;50,7854869604059;1165,01044646625;27,1084693910275;50,7854869604059;-1
"9";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;7;8,53;3,61309523809524;4,28571428571429;500;5500;50,843458986577;1216,13208058637;34,1278012375654;50,843458986577;-1
"10";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;7;8,53;3,49107142857143;4,2827380952381;500;5500;50,2001591070526;923,847734802113;14,9903252889115;50,2001591070526;-1
"11";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;7;8,53;3,43452380952381;4,22321428571429;500;5500;50,3896758463738;1080,15107376367;11,9807620893476;50,3896758463738;-1
"12";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;7;8,53;3,5;4,41071428571429;500;5500;51,3176530706383;1111,91063893207;51,3176530706383;26,361808084232;1
"13";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;7;8,53;3,50595238095238;4,08630952380952;500;5500;51,1043484474753;1800,30280370547;22,3581524457704;51,1043484474753;-1
