"";"N_size";"n_groups";"n_size";"n_density";"n_to_N_density";"N_density";"inhibition_level";"r_default";"r_active";"number_of_iterations";"threshold_level";"time_bins";"to_A";"to_B";"n_A";"n_B";"over_time_A";"over_time_B";"event_starts";"event_ends";"bound_50";"dec_time_50";"freq_A_50";"freq_B_50";"which_won_50"
"1";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;3,94047619047619;4,82738095238095;500;5500;50,0681705053669;907,096162776749;24,0052872286006;50,0681705053669;-1
"2";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;4,13392857142857;4,57738095238095;500;5500;50,2369095497993;1235,5440662007;50,2369095497993;14,7755616322939;1
"3";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;4,05654761904762;4,86011904761905;500;5500;50,5794636275531;1099,95503412057;31,2609184920293;50,5794636275531;-1
"4";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;4,10714285714286;4,64285714285714;500;5500;50,8118545984217;1690,74631472423;50,8118545984217;25,9542566653809;1
"5";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;4,02380952380952;4,7827380952381;500;5500;51,2358247415741;1756,04578579694;21,5190463914611;51,2358247415741;-1
"6";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;4,0297619047619;4,77380952380952;500;5500;50,6290034543956;1372,51403419801;33,4010786678304;50,6290034543956;-1
"7";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;4,28869047619048;4,75892857142857;500;5500;51,4104693229378;870,482107353582;18,1860163591345;51,4104693229378;-1
"8";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;3,86607142857143;4,76785714285714;500;5500;50,536242848401;975,964177812439;17,1632522881362;50,536242848401;-1
"9";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;4,10714285714286;4,60119047619048;500;5500;50,9458812086069;906,930851754616;20,5807864485101;50,9458812086069;-1
"10";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;3,95238095238095;4,98214285714286;500;5500;50,6185117154547;1454,9246522782;50,6185117154547;40,700019554994;1
"11";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;4,09821428571429;4,9672619047619;500;5500;50,5713259026585;1342,29206518599;50,5713259026585;24,2172546576111;1
"12";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;3,83035714285714;4,94642857142857;500;5500;50,8684844849099;834,629916234158;9,14900800088308;50,8684844849099;-1
"13";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;4,03869047619048;4,64880952380952;500;5500;50,4431634927956;1119,28192608339;37,6642287412874;50,4431634927956;-1
"14";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;4,10416666666667;4,63690476190476;500;5500;50,5920743780356;1145,37490579603;50,5920743780356;23,8907017896279;1
"15";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;3,98511904761905;4,83630952380952;500;5500;50,3296406457357;1116,83379984235;26,0447091453458;50,3296406457357;-1
"16";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;8;9,57;3,95535714285714;5,08928571428571;500;5500;50,7449223807394;1080,68889374745;19,6547234573286;50,7449223807394;-1
