"";"N_size";"n_groups";"n_size";"n_density";"n_to_N_density";"N_density";"inhibition_level";"r_default";"r_active";"number_of_iterations";"threshold_level";"time_bins";"to_A";"to_B";"n_A";"n_B";"over_time_A";"over_time_B";"event_starts";"event_ends";"bound_30";"dec_time_30";"freq_A_30";"freq_B_30";"which_won_30";"bound_40";"dec_time_40";"freq_A_40";"freq_B_40";"which_won_40";"bound_50";"dec_time_50";"freq_A_50";"freq_B_50";"which_won_50"
"1";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;10;11,6008348623291;5,18154761904762;5,63095238095238;500;5500;31,0035139047881;697,814018620552;29,0032872012534;31,0035139047881;-1;40,1132621363507;792,956039507674;34,1314598879476;40,1132621363507;-1;50,8795875867842;2151,28009669346;50,8795875867842;36,6040198466074;1
"2";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;10;13,3310306398198;5,06547619047619;6,71130952380952;500;5500;30,4943780830528;703,389382441937;25,5759300051411;30,4943780830528;-1;41,0954930452844;761,33543230571;26,9478642919898;41,0954930452844;-1;50,3106289696539;1049,50460756446;35,5939143730885;50,3106289696539;-1
"3";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;10;15,9897505911067;4,94047619047619;7,81547619047619;500;5500;31,1408593944916;631,527275184366;27,7559833733512;31,1408593944916;-1;41,1266115114744;678,28222835544;31,5540381424243;41,1266115114744;-1;51,2833656531744;780,893461556538;29,7294873351736;51,2833656531744;-1
"4";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;10;11,5288158552721;5,11011904761905;5,91964285714286;500;5500;32,1776651863871;650,939995612262;32,1776651863871;25,4034198839898;1;40,1146918609973;1013,53457188371;34,6754116086587;40,1146918609973;-1;50,7717282192167;1576,20236094134;33,3744227454991;50,7717282192167;-1
"5";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;10;16,3269138522446;5,10416666666667;8,14583333333333;500;5500;30,6899756689047;536,888830387967;30,6899756689047;11,7242603678962;1;41,1278685765338;733,796363089731;41,1278685765338;35,7163069217267;1;50,4667874342949;924,004534340481;29,9320256506853;50,4667874342949;-1
"6";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;10;13,3234193967655;4,66964285714286;6,63690476190476;500;5500;31,748800260865;542,202857999047;5,62218337952817;31,748800260865;-1;42,0687066281922;610,997767143778;9,5610696882255;42,0687066281922;-1;50,2093748521934;763,392218622592;13,3891666272516;50,2093748521934;-1
"7";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;10;11,7034828197211;4,98214285714286;5,6875;500;5500;30,8722968620874;624,691084153402;26,4129650931192;30,8722968620874;-1;41,8441580215723;864,7942070669;34,8701316846435;41,8441580215723;-1;50,38019534476;959,5836779886;30,728346096804;50,38019534476;-1
"8";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;10;10,5966404732317;5,10714285714286;5,2827380952381;500;5500;30,2786930491001;598,309089973062;16,3300816444585;30,2786930491001;-1;40,4157752972369;877,882090894944;18,7644671022886;40,4157752972369;-1;51,5382973999387;977,090402194804;17,0678777103693;51,5382973999387;-1
"9";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;10;18,9112671581097;4,86607142857143;9,30357142857143;500;5500;30,7840919292251;652,870150344467;18,1284096916548;30,7840919292251;-1;41,8097813957187;750,760496876462;20,4031733211107;41,8097813957187;-1;50,5022896825809;845,73475296159;20,9567324533159;50,5022896825809;-1
"10";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;10;12,6098730321974;5,2202380952381;6,5297619047619;500;5500;30,124520943683;566,47876806504;30,124520943683;7,85857068096079;1;40,3719002123057;857,418145056522;38,6756018840575;40,3719002123057;-1;51,4545811547774;1362,28648533904;51,4545811547774;41,459806398094;1
"11";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;10;19,5483559672721;4,79464285714286;9,86904761904762;500;5500;31,4442589955918;619,685810298792;31,1132667956382;31,4442589955918;-1;40,5256071763022;831,249921683653;40,1762484937479;40,5256071763022;-1;51,1974156706368;921,726015071624;37,6451585813506;51,1974156706368;-1
