"";"N_size";"n_groups";"n_size";"n_density";"n_to_N_density";"N_density";"inhibition_level";"r_default";"r_active";"number_of_iterations";"threshold_level";"time_bins";"to_A";"to_B";"n_A";"n_B";"over_time_A";"over_time_B";"event_starts";"event_ends";"bound_30";"dec_time_30";"freq_A_30";"freq_B_30";"which_won_30";"bound_40";"dec_time_40";"freq_A_40";"freq_B_40";"which_won_40";"bound_50";"dec_time_50";"freq_A_50";"freq_B_50";"which_won_50"
"1";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;9;11,6304867086001;4,49404761904762;5,77678571428571;500;5500;31,9342819185084;657,820701029799;21,3959688854006;31,9342819185084;-1;41,0232839775733;723,136738634998;26,9792768501158;41,0232839775733;-1;50,1196311934214;903,169418765089;22,9118314027069;50,1196311934214;-1
"2";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;9;16,5754197961651;4,48214285714286;8,39583333333333;500;5500;31,2961753838028;633,458625697565;27,0285151041933;31,2961753838028;-1;40,1066933406155;730,28454786788;29,0427779363078;40,1066933406155;-1;50,3897189074204;853,818641533781;15,5310777454378;50,3897189074204;-1
"3";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;9;16,8539752133656;4,35416666666667;8,57440476190476;500;5500;30,0734147961906;675,103838252055;20,0489431974604;30,0734147961906;-1;40,7867010789259;790,06158016042;20,5676526808259;40,7867010789259;-1;50,0621751577898;885,310954985708;24,5337812031552;50,0621751577898;-1
"4";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;9;12,2995042023249;4,42559523809524;6,29166666666667;500;5500;30,5794408764616;662,106351563904;21,2726545227559;30,5794408764616;-1;41,3858820286696;922,44290077199;38,6496253656171;41,3858820286696;-1;50,6412398498084;1121,18288196934;35,5566152136953;50,6412398498084;-1
"5";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;9;11,818467627978;4,56547619047619;5,85119047619048;500;5500;31,891281336304;630,009625695989;18,7990711035055;31,891281336304;-1;40,9844640292945;708,225461378705;13,6614880097648;40,9844640292945;-1;51,6472071716213;989,821897072273;14,6566398730277;51,6472071716213;-1
"6";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;9;17,5566220823675;4,51488095238095;8,63095238095238;500;5500;30,5208122653636;691,448447562472;26,4960897688321;30,5208122653636;-1;40,287202658289;799,211130504871;25,8509550390687;40,287202658289;-1;50,0563736337193;1016,06137568836;29,4852611815059;50,0563736337193;-1
"7";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;9;10,0770621921401;4,74404761904762;5,05654761904762;500;5500;30,0622961045797;762,417310651952;30,0622961045797;20,0415307363864;1;40,5888941152747;860,380022009445;40,5888941152747;28,4122258806923;1;50,3760192077202;1206,15155549126;50,3760192077202;32,1189384210297;1
"8";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;9;12,9009414135944;4,59821428571429;6,42857142857143;500;5500;32,1115706556048;623,654057933395;24,6513067659188;32,1115706556048;-1;41,5971943600162;748,345173244533;24,6116733296763;41,5971943600162;-1;51,1731904229921;1093,65422585066;30,7754851494918;51,1731904229921;-1
"9";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;9;9,79706318909302;4,7797619047619;4,88690476190476;500;5500;30,5531957304714;758,711663635837;30,5531957304714;24,1030766318163;1;40,7420311420474;881,679786473225;40,7420311420474;21,4068299220927;1;50,5111151088447;1241,33590304511;31,6123985715218;50,5111151088447;-1
"10";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;9;9,8256378325168;4,47619047619048;5,17559523809524;500;5500;31,4293005971855;735,74406371968;31,4293005971855;24,8126057346202;1;41,7363885255896;821,873831356715;35,8725984021597;41,7363885255896;-1;50,4652776705086;1285,42647744985;31,1381500520159;50,4652776705086;-1
"11";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;9;10,0900784411933;4,55952380952381;4,95535714285714;500;5500;31,1184960404275;652,678612108208;30,1253525497756;31,1184960404275;-1;40,5998773796107;719,576864065442;29,0499122629973;40,5998773796107;-1;50,696299149506;1013,79926432378;35,0450927006653;50,696299149506;-1
"12";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;9;12,1531076123938;4,62202380952381;6,02083333333333;500;5500;30,2878863897774;656,837194179069;30,2878863897774;24,7513910282052;1;41,2989726912847;790,119890517025;35,8379515089661;41,2989726912847;-1;50,2022495977989;998,992702864345;21,856761729654;50,2022495977989;-1
"13";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;9;12,3731845112052;4,56845238095238;6,06845238095238;500;5500;30,010602916283;626,81910260254;30,010602916283;26,4223786545535;1;40,8777289395627;839,981688142649;36,7899560456064;40,8777289395627;-1;50,5786527534072;1011,30443859548;34,8582606814023;50,5786527534072;-1
