"";"N_size";"n_groups";"n_size";"n_density";"n_to_N_density";"N_density";"inhibition_level";"r_default";"r_active";"number_of_iterations";"threshold_level";"time_bins";"to_A";"to_B";"n_A";"n_B";"over_time_A";"over_time_B";"event_starts";"event_ends";"bound_30";"dec_time_30";"freq_A_30";"freq_B_30";"which_won_30";"bound_40";"dec_time_40";"freq_A_40";"freq_B_40";"which_won_40";"bound_50";"dec_time_50";"freq_A_50";"freq_B_50";"which_won_50"
"1";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;2,54913222417235;1,03571428571429;1,15178571428571;500;5500;30,3149067442476;993,750733844303;12,6028263992939;30,3149067442476;-1;42,5238988323336;2294,06789843889;42,5238988323336;6,56873233995397;1;51,377128696137;2504,68196899352;51,377128696137;4,22277770105235;1
"2";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;3,41331058740616;1,03869047619048;1,74702380952381;500;5500;30,4407933288176;860,007294879389;13,5660057226253;30,4407933288176;-1;40,2455284655013;1059,81479661044;15,5570950370845;40,2455284655013;-1;50,8066227362409;1733,57838377087;1,63892331407229;50,8066227362409;-1
"3";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;3,95207039499655;1,02678571428571;2,10416666666667;500;5500;31,352427281414;781,623415118272;12,9288359923357;31,352427281414;-1;40,1869069614964;881,32211117584;8,70716317499088;40,1869069614964;-1;50,3746401364855;961,233773562631;3,33606888321096;50,3746401364855;-1
"4";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;3,08711410267279;0,949404761904762;1,6875;500;5500;30,4706633865602;1203,78126951488;7,18970709121083;30,4706633865602;-1;40,2058966937522;1462,98154428483;1,0051474173438;40,2058966937522;-1;51,6669219115828;1660,57921882747;2,90626435752653;51,6669219115828;-1
"5";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;3,51222784863785;1,01785714285714;1,84821428571429;500;5500;30,0710203824563;1797,09154585105;12,3017810655503;30,0710203824563;-1;40,0609713243253;1856,08076673148;7,28381296805915;40,0609713243253;-1;50,4490205535804;1967,37937927369;5,4280591734865;50,4490205535804;-1
"6";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;2,17242717696354;0,87202380952381;1,05654761904762;500;5500;31,2242136010232;627,520553218237;31,2242136010232;5,15038574862238;1;40,7799822571878;766,349055959184;40,7799822571878;3,45593069976168;1;51,1724337906706;863,55723675995;51,1724337906706;2,3880469102313;1
"7";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;3,69203125173226;1,05654761904762;1,80654761904762;500;5500;30,0399422611851;708,323928245066;30,0399422611851;20,0266281741234;1;40,557275925624;758,252214948444;40,557275925624;17,9891143218494;1;51,3271206919814;815,701267462607;51,3271206919814;8,49786766423533;1
"8";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;2,3810309949331;0,967261904761905;1,16964285714286;500;5500;30,3174627434756;943,412893549046;10,1058209144919;30,3174627434756;-1;41,1141870875297;1795,64451305271;5,46047797256255;41,1141870875297;-1;50,4702179512009;2225,05815976081;4,34511810175902;50,4702179512009;-1
"9";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;3,7701418348588;1,04166666666667;2,10416666666667;500;5500;30,0874575058029;1327,42837280065;6,3517965845584;30,0874575058029;-1;40,0477491615324;1406,40618939269;6,90478433819525;40,0477491615324;-1;52,6591745592044;1600,42633502201;2,99957323438506;52,6591745592044;-1
"10";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;2;2,75151899922639;1,10119047619048;1,3452380952381;500;5500;31,6072094641499;644,810018871091;11,1146231082725;31,6072094641499;-1;41,4793358350663;743,994866838601;5,18491697938329;41,4793358350663;-1;51,3952556164868;1308,60545329131;8,67712107810817;51,3952556164868;-1
