"";"N_size";"n_groups";"n_size";"n_density";"n_to_N_density";"N_density";"inhibition_level";"r_default";"r_active";"number_of_iterations";"threshold_level";"time_bins";"to_A";"to_B";"n_A";"n_B";"over_time_A";"over_time_B";"event_starts";"event_ends";"bound_30";"dec_time_30";"freq_A_30";"freq_B_30";"which_won_30";"bound_40";"dec_time_40";"freq_A_40";"freq_B_40";"which_won_40";"bound_50";"dec_time_50";"freq_A_50";"freq_B_50";"which_won_50"
"1";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;6;8,46771955071017;2,88095238095238;4,27380952380952;500;5500;30,5598614528286;727,74758336782;21,4926498129783;30,5598614528286;-1;40,6096699418269;874,521935286605;22,7984111954116;40,6096699418269;-1;50,850299939786;969,640611732096;24,2144285427552;50,850299939786;-1
"2";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;6;11,9730458599515;3,00892857142857;5,7172619047619;500;5500;31,719234428449;634,193994458255;8,0132802766608;31,719234428449;-1;40,0372005638914;683,485718785946;8,74762365261494;40,0372005638914;-1;50,0836203720362;861,200565011077;8,56693506363778;50,0836203720362;-1
"3";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;6;6,47111594863236;3,2172619047619;3,29761904761905;500;5500;30,0621411093839;644,146909739074;30,0621411093839;20,2666119838543;1;40,5040942855517;776,600235958301;29,9526075388954;40,5040942855517;-1;50,6764189062396;861,4305238608;17,4746272090481;50,6764189062396;-1
"4";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;6;9,40777988685295;3,18452380952381;4,7172619047619;500;5500;30,516549014703;651,563985578231;6,49288276908574;30,516549014703;-1;40,8386310309415;700,211120484153;10,3827028044766;40,8386310309415;-1;52,1573892676836;849,804147764597;7,89223653392581;52,1573892676836;-1
"5";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;6;6,805589703843;2,98809523809524;3,28869047619048;500;5500;30,1261792571656;740,207442032996;30,1261792571656;17,1171473052077;1;41,1534058912939;809,847640119316;41,1534058912939;19,3863151719318;1;51,3210258624332;935,432006402136;51,3210258624332;13,2550993949331;1
"6";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;6;6,85843801125884;2,99702380952381;3,3452380952381;500;5500;32,804917489032;707,060019654408;32,804917489032;18,2249541605734;1;40,5372798372012;746,099282320336;40,5372798372012;17,0859609231179;1;50,2878446550905;1444,68030510746;50,2878446550905;27,3982050189803;1
"7";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;6;6,77517315046862;2,90178571428571;3,57142857142857;500;5500;31,9386028053754;669,76834483169;3,22612149549246;31,9386028053754;-1;40,2310357608485;826,861667978262;4,50865055940544;40,2310357608485;-1;50,611611882666;959,650628766624;10,6925940597182;50,611611882666;-1
"8";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;6;11,1395106185228;2,99702380952381;5,83333333333333;500;5500;30,4095651455746;576,894093855693;11,2383175537993;30,4095651455746;-1;40,6362139300332;713,339070010734;23,6750115940193;40,6362139300332;-1;50,9225910797599;789,267050300525;20,300222119634;50,9225910797599;-1
"9";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;6;10,0697991214693;3,04761904761905;4,9375;500;5500;30,4279159820168;672,779975993378;18,0561259673506;30,4279159820168;-1;40,5055622402061;760,649164365195;12,2537835348523;40,5055622402061;-1;50,5629023565408;1034,30169953534;13,1332213913093;50,5629023565408;-1
"10";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;6;11,4571875175461;3,00297619047619;5,86011904761905;500;5500;30,2152146665357;713,261233008954;9,52436114488626;30,2152146665357;-1;40,0074036210648;812,289077431866;12,0347474307268;40,0074036210648;-1;50,0655953627737;940,259462238137;6,51538569789521;50,0655953627737;-1
"11";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;6;7,25655398285016;2,91666666666667;3,69345238095238;500;5500;32,1552057460693;548,241117531622;32,1552057460693;9,94490899362967;1;40,7612425976504;619,035311053588;40,7612425976504;8,75861411189181;1;51,7108467056188;876,295647956126;51,7108467056188;16,6585277977832;1
"12";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;6;8,63505238993093;2,94047619047619;4,25;500;5500;30,4271888745106;648,322108076319;11,123918513262;30,4271888745106;-1;40,8545371403331;859,55694523529;11,1738904999202;40,8545371403331;-1;51,1445118826564;1060,30533611547;8,64943950956689;51,1445118826564;-1
"13";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;6;11,3282769815996;2,83928571428571;5,89583333333333;500;5500;30,1034696678163;623,513927405706;14,8787263875414;30,1034696678163;-1;40,1482985555007;690,829552370687;12,3533226324618;40,1482985555007;-1;51,7164250191513;973,266092387239;8,84623059538115;51,7164250191513;-1
"14";800;2;100;0,55;0,36;0,36;0,13;0,006;0,07;1e+05;50;30;50;50;6;8,06612128252164;3,10416666666667;3,88690476190476;500;5500;30,2774060141302;690,788104477222;28,9011602862152;30,2774060141302;-1;40,1952268220188;1107,55927239531;40,1952268220188;29,2328922341955;1;50,4029784090194;1346,53198896833;50,4029784090194;21,6012764610083;1
